IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n17;23;23;40;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sūkalu pulveris', 'no piena', 'maltodekstrīns', 'no kukurūzas', 'no kartupeļiem', 'sāls', 'siera pulveris', 'cukurs', 'rauga ekstrakts', 'siera pulveris', 'no kura  ir baltais čedaras siers', 'aromatizētājs', 'satur pienu', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielas', 'augu eļļa', 'rapšu'];['pupiņu milti', 'kukurū imi xh i ts 0', 'k zas put 0 1 =', 't item sas gēkalu pulveris', 'no piena', 'mn 2776', 'saulespāņu dļa ja adapr a ku  ir balteī art m cukurs', 'rauga ekstrakts', 'āū puneris v', 'ž f u', '"uma regulētājs', 'eit 8 ts', 'aromatizētāi ienu', 'sīpolu pods a', '| i= miltu iedomas pēta es no kēbē', 'ba vielas', 'augu cija bantu roze lm piņņi j ba a a „4 m', 'nm bean and cornstids + ads ē t four', '28 h cheese flavou! lb a rroriov er from mi', 'corn ari "g sa " est extract', 'maltodexe "1 grits', 'il spice mix', 'we', '—', 'ē a bat ties povier in', 'maize', 'potato', 'umtower oi snce maļ 50', 'suga —', 'u ē', '» m se', 'made', 'anio power 0', 'of which  whit aus dr cheese', 'favor!', '0 ā= a īvia', 'origin or bau it regulator', 'citric ari ja egetable oil 19” 8n var ai a 1 flour', 'eu and non', 'eu" var| 6 m u ot ro ku co bkvcom cblpd'];6;2;['sūkalu pulveris', 'siera pulveris', 'siera pulveris', 'no kura 50% ir baltais čedaras siers', 'satur pienu'];['no piena', 'corn ari "g sa " est extract'];1;5;1;['no piena'];['sūkalu pulveris', 'siera pulveris', 'siera pulveris', 'no kura 50% ir baltais čedaras siers', 'satur pienu'];['corn ari "g sa " est extract']
n18;23;23;64;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sūkalu pulveris', 'no piena', 'maltodekstrīns', 'no kukurūzas', 'no kartupeļiem', 'sāls', 'siera pulveris', 'cukurs', 'rauga ekstrakts', 'siera pulveris', 'no kura  ir baltais čedaras siers', 'aromatizētājs', 'satur pienu', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielas', 'augu eļļa', 'rapšu'];['lv p p kukurūzas', 'upiņu un kukurūzanūjiņas ar siera garšuļ m ē =', 'a — na', 'garso dalas', 'pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', "jauktas 'kartupeļi", 'sūkalu pulveris', 'no siena', 'maltodekstrīns', 'no kukurūzas', 'no', 'no ku em', 'sāls', 'slēra pulveris', 'cukurs', 'rauga ekstrakts', 'siera pulveris', 'skābums ž ar', 'daltais cedaras siers', 'aromatizētājs', 'satur pienu', 'sīpolu pulvēfis', 'n', 'a ka švi šu', 'ražots latvija j |', 'miltu izcelsmes cim esu ros zi prata tepēuļ!', 'ražo „atvijā', 'pupu "zga en can ana corn sticks bp adat with cheese flavour', '|ja', 'ingredients', 'bean flour', 'corn grits', 'sunflower oil snice mi', 'whe/"', '8 deep aa a" milk', 'maltodextrin', 'maize', 'potato', 'salt', 'cheese bode!', '07', 'suga > 258 0', '1šo konti milk', 'got powder  omon reta ta white g', 'eddar cheese', 'pi | is in latvia orice" acidity regulator', 'citric acid', 'spice', 'vegetable oil', '1008', '_or eed', 'made in latvia', 'origin of bean flour', 'eu and non', 'eu', '"em |', '— n', 'alts', 'ru 5000bbie m kykypysheāa 2', 'nu ga tannowku co bkycom cbļ m soms 288 r ma', '289', 'k — 7'];6;10;['no piena', 'siera pulveris', 'no kura 50% ir baltais čedaras siers'];['upiņu un kukurūzanūjiņas ar siera garšuļ m ē =', 'sūkalu pulveris', 'siera pulveris', 'daltais cedaras siers', 'no siena', 'no siena', 'satur pienu', 'satur pienu', 'got powder  omon reta ta white g', 'nu ga tannowku co bkycom cbļ m soms 288 r ma'];3;3;7;['sūkalu pulveris', 'siera pulveris', 'satur pienu'];['no piena', 'siera pulveris', 'no kura 50% ir baltais čedaras siers'];['upiņu un kukurūzanūjiņas ar siera garšuļ m ē =', 'daltais cedaras siers', 'no siena', 'no siena', 'satur pienu', 'got powder  omon reta ta white g', 'nu ga tannowku co bkycom cbļ m soms 288 r ma']
n19;33;31;58;['kukurūzas putraimi', 'augu eļļa', 'saulespuķu eļļa', 's', 'vai palmu eļļa', 'p', 'vai rapšu eļļa', 'r', 'jauktas garšvielas', 'maltodekstrīns', 'kukurūzas', 'kartupeļu', 'sūkalu pulveris', 'no piena', 'piena pulveris', 'piena olbaltumvielas', 'siera pulveris', 'sāls', 'tomātu pulveris', 'rauga ekstrakts', 'dekstroze', 'no kukurūzas', 'cukurs', 'garšvielas', 'aromatizētājs', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielu ekstrakti', 'paprikas', 'čili'];['i vsiga dita | terregar', '7 f |', '=', '25', 'inija 11 ts”', '522222', '„pa ntar j ibm', '4', 'hmsj | oij as — kukurūzas bun bas', '—za lv ar načo siera garšij 82tņ imi', 'lespuķu eļļa', 's', 'vai palmuejj 6”ar u eira t ram ori', 'ku urūzas | uy', 'ādb au iveris ro piena', 'piena pulveris', 'piena olbaltumvielas', 'siet čemia sāls tomātu pulveris', 'rauga ekstrakts', 'dekstroze', 'no kukurūzas', 'cu un !arovēlas aromatizētāj sīpilu pulveris', 'skābuma regulētājs', 'citronskābe', 'ga mi 8 s isvaku', 'paprikas', 'i n "izmantotās eļļas apzīmējumu skatīt pie derīguma term āj 4 znal valve/ m informācijas', 'ražots latvijā', 'kuku fzas putraimu izcelsmes vieta', 'es', 'm |', "č a !kļaliskat 74 tn corn balls mel m ī ma žše 30 flavola nacho cheese a | 'migā", '= | ta gs', 'vegetable oil', 'sunflower oil', 's', 'or palm ki |', '14 =ūni83 | n sk para pe mix īžok imeltodertas', 'maize', 'potato', 'whey awdēk j 1 ja', '»gr k le', 'milk protein', 'cheese powder', 'salt', 'tomato pgp |', '8', '3 wa sie', 'suga spice', 'flavouring', 'onion geina i jseem "bind wa a ahrika', 'capsicum', 'information regarcing uset aaa a v— ww', 'katvia', 'origin etcorngrīts', 'eu', 't ņ a nj', 'wm — 8 ja ž'];5;8;['sūkalu pulveris', 'no piena', 'siera pulveris'];['—za lv ar načo siera garšij 82tņ imi', 'ādb au iveris ro piena', 'piena pulveris', 'piena olbaltumvielas', 'ga mi 8 s isvaku', 'kuku fzas putraimu izcelsmes vieta', "č a !kļaliskat 74 tn corn balls mel m ī ma žše 30 flavola nacho cheese a | 'migā", '= | ta gs'];2;3;6;['piena pulveris', 'piena olbaltumvielas'];['sūkalu pulveris', 'no piena', 'siera pulveris'];['—za lv ar načo siera garšij 82tņ imi', 'ādb au iveris ro piena', 'ga mi 8 s isvaku', 'kuku fzas putraimu izcelsmes vieta', "č a !kļaliskat 74 tn corn balls mel m ī ma žše 30 flavola nacho cheese a | 'migā", '= | ta gs']
n20;21;21;62;['aunazirņi', 'rapšu eļļa', 'sezama pasta', 'burkāni', 'ūdens', 'mango biezenis', 'mango', 'cukurs', 'kokosriekstu piena pulveris', 'kokosriekstu piens', 'maltodekstrīns', 'piena olbaltumvielas', 'kokosrieksti', 'cukurs', 'sāls', 'skābe e330', 'ķiploki', 'konservanti', 'e211', 'e202', 'garšvielas'];['nunazirņi rapšuela sezama pasta', 'burkāni', 'ūdens', 'mango biezens €', 'mango', 'cukurs', 'kokosriekstu piena pulveris 246', '| maltodeksrīns piena olbaltumvielas', 'kokosrekst 2', 'cukurs', 'sāls skābe e230', 'kplokļ konservanteezi e22', 'garšmelas 100 g produkta', 'uzturvērtība', 'energētiskā vērtība 1298 k/ 314 kcal', 'tauki 266 g', 'tostarp piesātinātās taukskābes 48 g', 'ogļadrāt 30 g', 'tostarp cukur 326', '| gaedrmelas60g', '0 baitumvelas6 1g sāls 13g', 'ieteicamslīdz', 'skatīt uzepakojuma uzglabāttevperatūrāno +1 "cdi cražots noela', 'ē pēcīpašarm pasūtījuma aunazrņu mangobiezeņaunkokosrekstuizcelsvmenavnīderlandeizplatītslatvjā starīmilatvi a dega enļ rīga lv', '1021', 'bezmaksas tālrunis atsauksmēm latvijā', '80000 190', 'les humusas su mangais ir kokosais', 'sudedamosios dalys', 'avnzirniai 4204 |1', 'rapsu alejus sezamu pasta', 'morkos', 'vanolo', 'mangu tyrē 9', 'mangai', 'cukrus', 'kokos', 'pieno miltelai 20', 'kokos pienas', 'maltodekstrīnas', 'ē| pieno balta', 'kokosau 2', 'cukrus druska', 'rūgštis e330 česnakas konservantak ez e202', 'ppieskonial1dogprodukto maistingumas', 'nero rr ā|1 vertē 1298 k1/ 314 kcal', 'riebalai 266 g', 'is kuri sočijju riebalu rūgšču 486', 'angliavandenai 96 g is kuri cukri 3', '2g', 'skaidulines medzig0560g', 'ra šā1 k baltnmaigog', 'druska 10g', 'geriausiasikeūrēti data ant pakuotēs lakvtinuo 1 cl 47 c temperatūroje pagamintantderlandjose pagn special rmi užsakvma ainžrnai mangu tvrērkokosai nērakle š nderlandļ platntojaslietuvoje uab rīmilietuva spa0005g61 u dāda 05132', 'vilnius', 'letuva nemokamas klientu aptarnavimo centro tel e2800 e23000', '18 0 g e sas 4 1752050', '1018271', '> a', 'me"', 'da š j 4 = pet ij u', 'pa s anāu ss” 14 ē'];1;18;['piena olbaltumvielas'];['kokosriekstu piena pulveris 246', '| maltodeksrīns piena olbaltumvielas', 'garšmelas 100 g produkta', 'tauki 266 g', 'tostarp piesātinātās taukskābes 48 g', 'ogļadrāt 30 g', 'ē pēcīpašarm pasūtījuma aunazrņu mangobiezeņaunkokosrekstuizcelsvmenavnīderlandeizplatītslatvjā starīmilatvi a dega enļ rīga lv', 'pieno miltelai 20', 'pieno miltelai 20', 'kokos pienas', 'kokos pienas', 'ē| pieno balta', 'ē| pieno balta', 'riebalai 266 g', 'angliavandenai 96 g is kuri cukri 3', 'geriausiasikeūrēti data ant pakuotēs lakvtinuo 1 cl 47 c temperatūroje pagamintantderlandjose pagn special rmi užsakvma ainžrnai mangu tvrērkokosai nērakle š nderlandļ platntojaslietuvoje uab rīmilietuva spa0005g61 u dāda 05132', '18 0 g e sas 4 1752050', 'da š j 4 = pet ij u'];0;1;18;[];['piena olbaltumvielas'];['kokosriekstu piena pulveris 246', '| maltodeksrīns piena olbaltumvielas', 'garšmelas 100 g produkta', 'tauki 266 g', 'tostarp piesātinātās taukskābes 48 g', 'ogļadrāt 30 g', 'ē pēcīpašarm pasūtījuma aunazrņu mangobiezeņaunkokosrekstuizcelsvmenavnīderlandeizplatītslatvjā starīmilatvi a dega enļ rīga lv', 'pieno miltelai 20', 'pieno miltelai 20', 'kokos pienas', 'kokos pienas', 'ē| pieno balta', 'ē| pieno balta', 'riebalai 266 g', 'angliavandenai 96 g is kuri cukri 3', 'geriausiasikeūrēti data ant pakuotēs lakvtinuo 1 cl 47 c temperatūroje pagamintantderlandjose pagn special rmi užsakvma ainžrnai mangu tvrērkokosai nērakle š nderlandļ platntojaslietuvoje uab rīmilietuva spa0005g61 u dāda 05132', '18 0 g e sas 4 1752050', 'da š j 4 = pet ij u']
n21;16;16;2;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'emulgators e322', 'sojas', 'sāls', 'irdinātāji', 'e503', 'e500', 'aromatizētājs'];['e', '4 ā ķ st a 4 i adirs "us āā — nosf veņ — — ” ad ā4 752050 207385 > lše a " šā is s ī ro i | a ā'];2;1;['iebiezināts piens ar cukuru', 'piens'];['4 ā ķ st a 4 i adirs "us āā — nosf veņ — — ” ad ā4 752050 207385 > lše a " šā is s ī ro i | a ā'];0;2;1;[];['iebiezināts piens ar cukuru', 'piens'];['4 ā ķ st a 4 i adirs "us āā — nosf veņ — — ” ad ā4 752050 207385 > lše a " šā is s ī ro i | a ā']
n22;20;21;30;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['a tomātu 8 mocarellas o ou| ps ee ene eesti one', 'zoona m', 'j ņa  pilngraudu sausmaizītes ar extra vircin olīveļļu', '"gis1 ans ilngraudu kviešu milti', '78g', 'rivētā mocarella j', 'ne ga', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi ši+ deal linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas bv| te k jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi 382', '0', 'čm', '— pp kug = 100 g produkta ražošanai', '——', '4 a du|', 'vidēja uzturvērtība', '— — 100gmēmv', 'm5 enerģetiskā vērtība ——  —17161', '/409kcad "', 'sīka —— ——', '————————— ———133', 'mema tostarp piesātinātās taukskābes —————————— ———— 37g | jatt ogļhidrāti sa āāžs tostarn niebiees', '1 šā |'];4;7;['rivētā mocarella', 'rivēts Ementāl siers', 'piens'];['rivētā mocarella j', 'rivēts ementāl siers', 'piens', 'a tomātu 8 mocarellas o ou| ps ee ene eesti one', 'a tomātu 8 mocarellas o ou| ps ee ene eesti one', 'ne ga', '— pp kug = 100 g produkta ražošanai'];1;3;6;['piens'];['rivētā mocarella', 'rivēts Ementāl siers', 'piens'];['rivētā mocarella j', 'rivēts ementāl siers', 'a tomātu 8 mocarellas o ou| ps ee ene eesti one', 'a tomātu 8 mocarellas o ou| ps ee ene eesti one', 'ne ga', '— pp kug = 100 g produkta ražošanai']
n23;12;11;18;['rudzu milti', 'miežu graudi', 'cukurs', 'saulespuķu sēklas', 'rudzu iesals', 'tīrkutūra', 'piens', 'pienskābās baktērijas', 'kviešu klijas', 'sāls', 'ķimenes'];['rl s', '= "eua — = n', 'vata j', 'a ijas fjn', 'sets', 'ēna', 'ji j "i kia \'b', 'te t |', 'ā m ņ ”žā bas še ra wa', 'bas =x jo be rats n mt', '>', 'wm', 'acr', '4\'751001\'"263548 ! pu m2 n š', '4 7 " k n"', 'a  » ne', 'ša” i n f 2 ē', 'kd'];2;0;['tīrkutūra', 'piens'];[];0;2;0;[];['tīrkutūra', 'piens'];[]
n24;36;36;27;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];['lot it /ļ āā 4a 4', '/ sajķik', '115 0', '01 g', 'ieteicams līdz', 'skatīt uz iepakojuma', 'r ec saules spinduliu', 'ragaminta ulandijoje pagdako lietot / dienu laika', 'uzglaba g usa', 'no saules stariem pasargata 1 uab ietuva', '>paudos g 6', '1', '101āeestitrood | vietā', 'razots nīderlandē pēc īpaša rimi pasūtīt 39x91 des i smes 69', '3 pietīti s āneleton tests', 'latvijā', 'sia rimi latvia', 'a', 'deglava iela \' "', 'v', '1021', 'bezmaksas tālrunisi atsauksraēra latvijā', '80000 180', 'a altktss— —', '” "i pa c od', 'iša aa 4 ča —a j  ēka', "m sāli ' kau pe kka"];5;4;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['01 g', 'uzglaba g usa', '>paudos g 6', 'razots nīderlandē pēc īpaša rimi pasūtīt 39x91 des i smes 69'];0;5;4;[];['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['01 g', 'uzglaba g usa', '>paudos g 6', 'razots nīderlandē pēc īpaša rimi pasūtīt 39x91 des i smes 69']
n25;32;32;50;['kviešu milti', 'siers', 'piens', 'kalcija hlorīds', 'baktēriju tīrkultūra', 'pārtikas krāsviela annato', 'margarīns', 'augu tauki', 'palmu eļļa', 'augu eļļa', 'rapšu eļļa', 'emulgatori e471', 'saulespuķu lecitīns', 'skābuma regulētājs citronskābe', 'krāsviela beta karotīns', 'olu masa', 'cukurs', 'rapšu eļļa', 'garšvielu maisījums', 'kaltēti dārzeņi', 'burkāni', 'kurkuma', 'dilles', 'pētersīļi', 'sīpoli', 'paprika sarkanā', 'raugs', 'ķirbju biezenis', 'sezama sēklas', 'sūkalu pulveris', 'sāls', 'rudzu milti'];['kviešu milti > sm viešsu 48', '4 vi šā sitom', 'pa', 'us yum |', 'i 29 / ==', 'aka tdi t |0! a', 'mgm', '0 ulē aaraa in ā 0 m s onskabe «ras j j ēa ž', 'ž a ož', '9', 'a as 2 4', '»', 'at +abaww', 'garsvieiu mais cs | | a ux „araa', '| ām it ā', '1 a', 'zaprika sarkanā', 'raugs', 'ķirbju die', 'mana ē', 'ru āā āā aa =', 's', 's m', 'a āā ei če n ja di āā — |āā / ļ mriramo echo mseīmuu m', 'ās ši j', 'ir£ ūpulveris', 'sāls rudzumiā keu', 'ee m is "', 'ģnu r ———————', 'arte et a t', 'dāvags eec c c cc—c—c—c——c— ts dt m a m a šākaa " an vii " pn ak ad', 'jas', 'ž m', 'š', 'sd „ata s žž ieies x a s', 'xā a ž aa a — h', 'ģ ā 4 m p1 lu 74 10', 'm c š as', 'km —auž2ru—m—ļ——', '„m', 'u uv', 'a m —  c————a oo 2 aka va sia — ——————— are', 'ām', 'nve "', '———ļeēe oem mr ee nee m 2', 'iraa uen aa via as ” šij na |3 ——— 000500', 'j', "ž kkas' we j", '» f', '= ā čč ž'];4;1;['piens', 'baktēriju tīrkultūra', 'olu masa', 'sūkalu pulveris'];['ģ ā 4 m p1 lu 74 10'];0;4;1;[];['piens', 'baktēriju tīrkultūra', 'olu masa', 'sūkalu pulveris'];['ģ ā 4 m p1 lu 74 10']
n26;26;26;44;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];['alergēni ir norādīti slīprakstā', 'kviešu milti', 'daiy cukurs', 'margarīns', 'palmu ja rapšu ja ūdens', 'rata iem r āy e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'a š', 'pbekkmreirs krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukursļ agri e322', 'sojas iecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti uī  kviešumilti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs', 'a| paziņojums — uzturvērtību', '100 g', 'enerģētiskā vērtība |', '1841 kj /440 kcal', 'tauki 21 g', 'tostarp kurzemes taukskābes 9', '63 g', '| ”| ogļhidrāti 55 g', 'tostarp cukuri 20', '7 g', 'šķiedrvielas 2', '3 g', '|olbaltumvielas 6', '4 g', 'sāls 0', '90 g', 'u neto daudzums', '85 g cij ļ', '25 "c izlietot līdz', 'pie temperatūras ne augstākas par 2v'];2;13;[];['olas', 'pilnpiena pulveris', 'un e471', 'fermentēti uī  kviešumilti', '100 g', 'tauki 21 g', '63 g', '| ”| ogļhidrāti 55 g', '7 g', '3 g', '4 g', '90 g', '85 g cij ļ'];2;0;11;['olas', 'pilnpiena pulveris'];[];['un e471', 'fermentēti uī  kviešumilti', '100 g', 'tauki 21 g', '63 g', '| ”| ogļhidrāti 55 g', '7 g', '3 g', '4 g', '90 g', '85 g cij ļ']
n27;54;54;96;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi nu as', '—  diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'bi oo =', '—— krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas ma mr ma', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena ma ba dā——— olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un =', 'id————', 'dliacetilvinskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'ta | asāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu ma | ja— pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji 1', '8', 'mononātrija glutamāts', 'dinātrija 5 ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'te', '— tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants | ž— rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs | abazilika', 'varsaturēt olu', 'zemesriekstu u', 'c', 'riekstu daļiņas', 'uzglabāt', '18+/', '5 c temperatūrā', 'r= 100gprodukta uzturvērtība', 'enerģētiskā vērtība', '2148 k', '/ 515 kcal', 'tauki', '32 g', 'tostarp 8 | ļ =piesātinātāstaukskābes= 194', 'ogļhidrāti', '50g', 'tostarpcukuri', '3', '49', 'olbaltumvielas=674', 'p3 |——sāls=23g', 'leteicamā deva vidusmēra pieaugušajam', 'e2400 k', 'vai 2000 kcal', '1 porcija satur ē |aptuveni 5 g', 'šis iepakojums satur = 35 porcijas', 'ražotajs', 'sia „orkla latvija', 'mieraila 2 mrīga', 'lv', '1001', 'latvija', 'tālrunis atsauksmēm +37167080706', 'www', 'staburadze', "lv aem 'orka wa2 mk partp ja 4 | a"];1;7;['piena olbaltumvielas'];['piena ma ba dā——— olbaltumvielas', 'karotīns', 'varsaturēt olu', '—— krāsviela karotīni', '32 g', 'leteicamā deva vidusmēra pieaugušajam', '1 porcija satur ē |aptuveni 5 g'];0;1;7;[];['piena olbaltumvielas'];['piena ma ba dā——— olbaltumvielas', 'karotīns', 'varsaturēt olu', '—— krāsviela karotīni', '32 g', 'leteicamā deva vidusmēra pieaugušajam', '1 porcija satur ē |aptuveni 5 g']
